trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,track,note_id
9855339,16:39:00,16:39:00,128,15,0,,3,S
9855339,16:42:00,16:42:00,127,16,0,,3,S
9855339,16:48:00,16:48:00,124,17,0,,3,S
9855339,16:57:00,16:57:00,116,18,0,,3,S
9855339,17:36:00,17:36:00,4,19,1,,2,D
9855339,17:50:00,17:50:00,1,20,0,,23,S
9855340,19:12:00,19:12:00,1,1,0,,25,S
9855340,19:22:00,19:22:00,4,2,0,,1,R
9855340,20:01:00,20:01:00,124,3,0,,2,S
9855340,20:06:00,20:06:00,127,4,0,,4,S
9855340,20:09:00,20:09:00,128,5,0,,4,S
9855340,20:12:00,20:12:00,129,6,0,,4,S
9855340,20:16:00,20:16:00,131,7,0,,4,S
9855340,20:19:00,20:19:00,133,8,0,,4,S
9855340,20:23:00,20:23:00,134,9,0,,4,S
9855340,20:28:00,20:28:00,136,10,0,,4,S
9855340,20:31:00,20:31:00,137,11,0,,4,S
9855340,20:35:00,20:35:00,138,12,0,,4,S
9855340,20:38:00,20:38:00,188,13,0,,4,S
9855340,20:44:00,20:44:00,140,14,0,,4,S
9855340,20:51:00,20:51:00,143,15,0,,4,S
9855340,20:57:00,20:57:00,145,16,0,,4,S
9855340,21:04:00,21:04:00,190,17,0,,4,S
9855340,21:18:00,21:18:00,149,18,0,,4,S
9855341,16:12:00,16:12:00,149,1,0,,,S
9855341,16:17:00,16:17:00,190,2,0,,3,S
9855341,16:25:00,16:25:00,145,3,0,,1,S
9855341,16:32:00,16:32:00,143,4,0,,3,S
9855341,16:38:00,16:38:00,140,5,0,,3,S
9855341,16:43:00,16:43:00,188,6,0,,3,S
9855341,16:47:00,16:47:00,138,7,0,,3,S
9855341,16:50:00,16:50:00,137,8,0,,3,S
9855341,16:54:00,16:54:00,136,9,0,,3,S
9855341,17:00:00,17:00:00,134,10,0,,3,S
9855341,17:04:00,17:04:00,133,11,0,,3,S
9855341,17:08:00,17:08:00,131,12,0,,3,S
9855341,17:12:00,17:12:00,129,13,0,,3,S
9855341,17:15:00,17:15:00,128,14,0,,3,S
9855341,17:18:00,17:18:00,127,15,0,,3,S
9855341,17:23:00,17:23:00,124,16,0,,5,S
9855341,17:33:00,17:33:00,116,17,0,,3,S
9855341,18:12:00,18:12:00,4,18,1,,2,D
9855341,18:26:00,18:26:00,1,19,0,,26,S
9855342,19:34:00,19:34:00,1,1,0,,15,S
9855342,19:44:00,19:44:00,4,2,0,,1,R
9855342,20:22:00,20:22:00,124,3,0,,2,S
9855342,20:28:00,20:28:00,127,4,0,,4,S
9855342,20:31:00,20:31:00,128,5,0,,4,S
9855342,20:34:00,20:34:00,129,6,0,,4,S
9855342,20:38:00,20:38:00,131,7,0,,4,S
9855342,20:41:00,20:41:00,133,8,0,,4,S
9855342,20:45:00,20:45:00,134,9,0,,4,S
9855342,20:49:00,20:49:00,136,10,0,,4,S
9855342,20:53:00,20:53:00,137,11,0,,4,S
9855342,20:56:00,20:56:00,138,12,0,,4,S
9855342,20:59:00,20:59:00,188,13,0,,4,S
9855342,21:05:00,21:05:00,140,14,0,,4,S
9855342,21:11:00,21:11:00,143,15,0,,4,S
9855342,21:18:00,21:18:00,145,16,0,,4,S
9855342,21:25:00,21:25:00,190,17,0,,4,S
9855342,21:39:00,21:39:00,149,18,0,,4,S
9855343,16:35:00,16:35:00,151,1,0,,4,S
9855343,16:40:00,16:40:00,149,2,0,,4,S
9855343,16:45:00,16:45:00,190,3,0,,3,S
9855343,16:53:00,16:53:00,145,4,0,,1,S
9855343,16:59:00,16:59:00,143,5,0,,3,S
9855343,17:05:00,17:05:00,140,6,0,,3,S
9855343,17:11:00,17:11:00,188,7,0,,3,S
9855343,17:14:00,17:14:00,138,8,0,,3,S
9855343,17:17:00,17:17:00,137,9,0,,3,S
9855343,17:21:00,17:21:00,136,10,0,,3,S
9855343,17:27:00,17:27:00,134,11,0,,3,S
9855343,17:32:00,17:32:00,133,12,0,,3,S
9855343,17:36:00,17:36:00,131,13,0,,3,S
9855343,17:39:00,17:39:00,129,14,0,,3,S
9855343,17:42:00,17:42:00,128,15,0,,3,S
9855343,17:45:00,17:45:00,127,16,0,,3,S
9855343,17:51:00,17:51:00,124,17,0,,3,S
9855343,18:01:00,18:01:00,116,18,0,,3,S
9855343,18:07:00,18:07:00,114,19,0,,3,S
9855343,18:33:00,18:33:00,56,20,0,,4,S
9855343,18:43:00,18:43:00,4,21,1,,2,D
9855343,18:56:00,18:56:00,1,22,0,,24,S
9855344,17:23:00,17:23:00,151,1,0,,4,S
9855344,17:28:00,17:28:00,149,2,0,,4,S
9855344,17:32:00,17:32:00,190,3,0,,3,S
9855344,17:40:00,17:40:00,145,4,0,,1,S
9855344,17:46:00,17:46:00,143,5,0,,3,S
9855344,17:52:00,17:52:00,140,6,0,,3,S
9855344,17:58:00,17:58:00,188,7,0,,3,S
9855344,18:01:00,18:01:00,138,8,0,,3,S
9855344,18:10:00,18:10:00,134,9,0,,3,S
9855344,18:17:00,18:17:00,131,10,0,,3,S
9855344,18:23:00,18:23:00,128,11,0,,3,S
9855344,18:30:00,18:30:00,124,12,0,,5,S
9855344,18:40:00,18:40:00,116,13,0,,3,S
9855344,19:18:00,19:18:00,4,14,1,,2,D
9855344,19:29:00,19:29:00,1,15,0,,26,S
9855345,20:07:00,20:07:00,1,1,0,,26,S
9855345,20:17:00,20:17:00,4,2,0,,3,R
9855345,20:56:00,20:56:00,124,3,0,,4,S
9855345,21:08:00,21:08:00,133,4,0,,4,S
9855345,21:11:00,21:11:00,134,5,0,,4,S
9855345,21:16:00,21:16:00,136,6,0,,4,S
9855345,21:19:00,21:19:00,137,7,0,,4,S
9855345,21:23:00,21:23:00,138,8,0,,4,S
9855345,21:26:00,21:26:00,188,9,0,,4,S
9855345,21:32:00,21:32:00,140,10,0,,4,S
9855345,21:38:00,21:38:00,143,11,0,,4,S
9855345,21:45:00,21:45:00,145,12,0,,4,S
9855345,21:52:00,21:52:00,190,13,0,,4,S
9855345,22:06:00,22:06:00,149,14,0,,4,S
9855346,17:34:00,17:34:00,151,1,0,,4,S
9855346,17:40:00,17:40:00,149,2,0,,4,S
9855346,17:44:00,17:44:00,190,3,0,,3,S
9855346,17:52:00,17:52:00,145,4,0,,1,S
9855346,17:59:00,17:59:00,143,5,0,,3,S
9855346,18:05:00,18:05:00,140,6,0,,3,S
9855346,18:11:00,18:11:00,188,7,0,,3,S
9855346,18:14:00,18:14:00,138,8,0,,3,S
9855346,18:17:00,18:17:00,137,9,0,,3,S
9855346,18:21:00,18:21:00,136,10,0,,3,S
9855346,18:27:00,18:27:00,134,11,0,,3,S
9855346,18:32:00,18:32:00,133,12,0,,3,S
9855346,18:36:00,18:36:00,131,13,0,,3,S
9855346,18:39:00,18:39:00,129,14,0,,3,S
9855346,18:42:00,18:42:00,128,15,0,,3,S
9855346,18:45:00,18:45:00,127,16,0,,3,S
9855346,18:51:00,18:51:00,124,17,0,,3,S
9855346,19:00:00,19:00:00,116,18,0,,3,S
9855346,19:30:00,19:30:00,56,19,1,,4,H
9855346,19:37:00,19:37:00,4,20,1,,4,D
9855346,19:48:00,19:48:00,1,21,0,,18,S
9855347,20:36:00,20:36:00,1,1,0,,29,S
9855347,20:46:00,20:46:00,4,2,0,,3,R
9855347,21:25:00,21:25:00,124,3,0,,2,S
9855347,21:30:00,21:30:00,127,4,0,,4,S
9855347,21:33:00,21:33:00,128,5,0,,4,S
9855347,21:36:00,21:36:00,129,6,0,,4,S
9855347,21:40:00,21:40:00,131,7,0,,4,S
9855347,21:43:00,21:43:00,133,8,0,,4,S
9855347,21:47:00,21:47:00,134,9,0,,4,S
9855347,21:51:00,21:51:00,136,10,0,,4,S
9855347,21:55:00,21:55:00,137,11,0,,4,S
9855347,21:58:00,21:58:00,138,12,0,,4,S
9855347,22:01:00,22:01:00,188,13,0,,4,S
9855347,22:07:00,22:07:00,140,14,0,,4,S
9855347,22:14:00,22:14:00,143,15,0,,4,S
9855347,22:20:00,22:20:00,145,16,0,,4,S
9855347,22:27:00,22:27:00,190,17,0,,4,S
9855347,22:41:00,22:41:00,149,18,0,,4,S
9855348,21:06:00,21:06:00,1,1,0,,11,S
9855348,21:16:00,21:16:00,4,2,0,,3,R
9855348,21:55:00,21:55:00,124,3,0,,2,S
9855348,22:00:00,22:00:00,127,4,0,,4,S
9855348,22:03:00,22:03:00,128,5,0,,4,S
9855348,22:06:00,22:06:00,129,6,0,,4,S
9855348,22:10:00,22:10:00,131,7,0,,4,S
9855348,22:13:00,22:13:00,133,8,0,,4,S
9855348,22:17:00,22:17:00,134,9,0,,4,S
9855348,22:21:00,22:21:00,136,10,0,,4,S
9855348,22:25:00,22:25:00,137,11,0,,4,S
9855348,22:28:00,22:28:00,138,12,0,,4,S
9855348,22:31:00,22:31:00,188,13,0,,4,S
9855348,22:37:00,22:37:00,140,14,0,,4,S
9855348,22:44:00,22:44:00,143,15,0,,4,S
9855348,22:50:00,22:50:00,145,16,0,,4,S
9855348,22:57:00,22:57:00,190,17,0,,4,S
9855348,23:11:00,23:11:00,149,18,0,,4,S
9855349,18:39:00,18:39:00,149,1,0,,,S
9855349,18:44:00,18:44:00,190,2,0,,3,S
9855349,18:52:00,18:52:00,145,3,0,,1,S
9855349,18:58:00,18:58:00,143,4,0,,1,S
9855349,19:05:00,19:05:00,140,5,0,,3,S
9855349,19:10:00,19:10:00,188,6,0,,3,S
9855349,19:13:00,19:13:00,138,7,0,,3,S
9855349,19:17:00,19:17:00,137,8,0,,3,S
9855349,19:20:00,19:20:00,136,9,0,,3,S
9855349,19:27:00,19:27:00,134,10,0,,3,S
9855349,19:31:00,19:31:00,133,11,0,,3,S
9855349,19:35:00,19:35:00,131,12,0,,3,S
9855349,19:39:00,19:39:00,129,13,0,,3,S
9855349,19:42:00,19:42:00,128,14,0,,3,S
9855349,19:45:00,19:45:00,127,15,0,,3,S
9855349,19:51:00,19:51:00,124,16,0,,5,S
9855349,20:00:00,20:00:00,116,17,0,,1,S
9855349,20:35:00,20:35:00,4,18,1,,2,D
9855349,20:47:00,20:47:00,1,19,0,,26,S
9855350,21:39:00,21:39:00,1,1,0,,28,S
9855350,21:49:00,21:49:00,4,2,0,,3,R
9855350,22:28:00,22:28:00,124,3,0,,4,S
9855350,22:33:00,22:33:00,127,4,0,,4,S
9855350,22:36:00,22:36:00,128,5,0,,4,S
9855350,22:39:00,22:39:00,129,6,0,,4,S
9855350,22:43:00,22:43:00,131,7,0,,4,S
9855350,22:46:00,22:46:00,133,8,0,,4,S
9855350,22:50:00,22:50:00,134,9,0,,4,S
9855350,22:54:00,22:54:00,136,10,0,,4,S
9855350,22:58:00,22:58:00,137,11,0,,4,S
9855350,23:02:00,23:02:00,138,12,0,,4,S
9855350,23:05:00,23:05:00,188,13,0,,4,S
9855350,23:11:00,23:11:00,140,14,0,,4,S
9855350,23:18:00,23:18:00,143,15,0,,4,S
9855350,23:24:00,23:24:00,145,16,0,,4,S
9855350,23:31:00,23:31:00,190,17,0,,4,S
9855350,23:47:00,23:47:00,149,18,0,,4,S
9855351,22:06:00,22:06:00,1,1,0,,26,S
9855351,22:16:00,22:16:00,4,2,0,,3,R
9855351,22:55:00,22:55:00,124,3,0,,2,S
9855351,23:00:00,23:00:00,127,4,0,,4,S
9855351,23:03:00,23:03:00,128,5,0,,4,S
9855351,23:06:00,23:06:00,129,6,0,,4,S
9855351,23:10:00,23:10:00,131,7,0,,4,S
9855351,23:13:00,23:13:00,133,8,0,,4,S
9855351,23:17:00,23:17:00,134,9,0,,4,S
9855351,23:21:00,23:21:00,136,10,0,,4,S
9855351,23:25:00,23:25:00,137,11,0,,4,S
9855351,23:28:00,23:28:00,138,12,0,,4,S
9855351,23:31:00,23:31:00,188,13,0,,4,S
9855351,23:37:00,23:37:00,140,14,0,,4,S
9855351,23:44:00,23:44:00,143,15,0,,4,S
9855351,23:50:00,23:50:00,145,16,0,,4,S
9855351,23:58:00,23:58:00,190,17,0,,4,S
9855351,24:11:00,24:11:00,149,18,0,,4,S
9855352,19:46:00,19:46:00,149,1,0,,,S
9855352,19:51:00,19:51:00,190,2,0,,3,S
9855352,19:58:00,19:58:00,145,3,0,,1,S
9855352,20:05:00,20:05:00,143,4,0,,1,S
9855352,20:12:00,20:12:00,140,5,0,,3,S
9855352,20:17:00,20:17:00,188,6,0,,3,S
9855352,20:21:00,20:21:00,138,7,0,,3,S
9855352,20:24:00,20:24:00,137,8,0,,3,S
9855352,20:27:00,20:27:00,136,9,0,,3,S
9855352,20:33:00,20:33:00,134,10,0,,3,S
9855352,20:38:00,20:38:00,133,11,0,,3,S
9855352,20:42:00,20:42:00,131,12,0,,3,S
9855352,20:45:00,20:45:00,129,13,0,,3,S
9855352,20:48:00,20:48:00,128,14,0,,3,S
9855352,20:51:00,20:51:00,127,15,0,,3,S
9855352,20:58:00,20:58:00,124,16,0,,3,S
9855352,21:35:00,21:35:00,56,17,1,,4,H
9855352,21:43:00,21:43:00,4,18,1,,4,D
9855352,21:56:00,21:56:00,1,19,0,,15,S
9855353,22:41:00,22:41:00,1,1,0,,20,S
9855353,22:51:00,22:51:00,4,2,0,,3,R
9855353,23:30:00,23:30:00,124,3,0,,2,S
9855353,23:35:00,23:35:00,127,4,0,,4,S
9855353,23:38:00,23:38:00,128,5,0,,4,S
9855353,23:41:00,23:41:00,129,6,0,,4,S
9855353,23:45:00,23:45:00,131,7,0,,4,S
9855353,23:48:00,23:48:00,133,8,0,,4,S
9855353,23:52:00,23:52:00,134,9,0,,4,S
9855353,23:56:00,23:56:00,136,10,0,,4,S
9855353,23:59:00,23:59:00,137,11,0,,4,S
9855353,24:02:00,24:02:00,138,12,0,,4,S
9855353,24:05:00,24:05:00,188,13,0,,4,S
9855353,24:12:00,24:12:00,140,14,0,,4,S
9855353,24:19:00,24:19:00,143,15,0,,4,S
9855353,24:25:00,24:25:00,145,16,0,,4,S
9855353,24:32:00,24:32:00,190,17,0,,4,S
9855353,24:45:00,24:45:00,149,18,0,,4,S
9855354,23:26:00,23:26:00,1,1,0,,17,S
9855354,23:36:00,23:36:00,4,2,0,,3,R
9855354,24:15:00,24:15:00,124,3,0,,2,S
9855354,24:20:00,24:20:00,127,4,0,,4,S
9855354,24:23:00,24:23:00,128,5,0,,4,S
9855354,24:26:00,24:26:00,129,6,0,,4,S
9855354,24:30:00,24:30:00,131,7,0,,4,S
9855354,24:33:00,24:33:00,133,8,0,,4,S
9855354,24:37:00,24:37:00,134,9,0,,4,S
9855354,24:41:00,24:41:00,136,10,0,,4,S
9855354,24:44:00,24:44:00,137,11,0,,4,S
9855354,24:47:00,24:47:00,138,12,0,,4,S
9855354,24:50:00,24:50:00,188,13,0,,4,S
9855354,24:57:00,24:57:00,140,14,0,,4,S
9855354,25:04:00,25:04:00,143,15,0,,4,S
9855354,25:10:00,25:10:00,145,16,0,,4,S
9855354,25:17:00,25:17:00,190,17,0,,4,S
9855354,25:31:00,25:31:00,149,18,0,,4,S
9855355,20:40:00,20:40:00,149,1,0,,,S
9855355,20:45:00,20:45:00,190,2,0,,3,S
9855355,20:52:00,20:52:00,145,3,0,,1,S
9855355,20:59:00,20:59:00,143,4,0,,1,S
9855355,21:06:00,21:06:00,140,5,0,,3,S
9855355,21:11:00,21:11:00,188,6,0,,3,S
9855355,21:14:00,21:14:00,138,7,0,,3,S
9855355,21:18:00,21:18:00,137,8,0,,3,S
9855355,21:21:00,21:21:00,136,9,0,,3,S
9855355,21:27:00,21:27:00,134,10,0,,3,S
9855355,21:32:00,21:32:00,133,11,0,,3,S
9855355,21:36:00,21:36:00,131,12,0,,3,S
9855355,21:39:00,21:39:00,129,13,0,,3,S
9855355,21:42:00,21:42:00,128,14,0,,3,S
9855355,21:45:00,21:45:00,127,15,0,,3,S
9855355,21:52:00,21:52:00,124,16,0,,3,S
9855355,22:38:00,22:38:00,4,17,1,,4,D
9855355,22:51:00,22:51:00,1,18,0,,18,S
9855356,21:35:00,21:35:00,149,1,0,,,S
9855356,21:40:00,21:40:00,190,2,0,,3,S
9855356,21:48:00,21:48:00,145,3,0,,1,S
9855356,21:54:00,21:54:00,143,4,0,,3,S
9855356,22:01:00,22:01:00,140,5,0,,3,S
9855356,22:06:00,22:06:00,188,6,0,,3,S
9855356,22:09:00,22:09:00,138,7,0,,3,S
9855356,22:13:00,22:13:00,137,8,0,,3,S
9855356,22:16:00,22:16:00,136,9,0,,3,S
9855356,22:22:00,22:22:00,134,10,0,,3,S
9855356,22:27:00,22:27:00,133,11,0,,3,S
9855356,22:31:00,22:31:00,131,12,0,,3,S
9855356,22:34:00,22:34:00,129,13,0,,3,S
9855356,22:37:00,22:37:00,128,14,0,,3,S
9855356,22:40:00,22:40:00,127,15,0,,3,S
9855356,22:47:00,22:47:00,124,16,0,,3,S
9855356,23:33:00,23:33:00,4,17,1,,4,D
9855356,23:46:00,23:46:00,1,18,0,,32,S
9855357,00:07:00,00:07:00,1,1,0,,16,S
9855357,00:17:00,00:17:00,4,2,0,,3,R
9855357,00:56:00,00:56:00,124,3,0,,2,S
9855357,01:01:00,01:01:00,127,4,0,,4,S
9855357,01:04:00,01:04:00,128,5,0,,4,S
9855357,01:07:00,01:07:00,129,6,0,,4,S
9855357,01:11:00,01:11:00,131,7,0,,4,S
9855357,01:14:00,01:14:00,133,8,0,,4,S
9855357,01:18:00,01:18:00,134,9,0,,4,S
9855357,01:22:00,01:22:00,136,10,0,,4,S
9855357,01:26:00,01:26:00,137,11,0,,4,S
9855357,01:29:00,01:29:00,138,12,0,,4,S
9855357,01:32:00,01:32:00,188,13,0,,4,S
9855357,01:38:00,01:38:00,140,14,0,,4,S
9855357,01:45:00,01:45:00,143,15,0,,4,S
9855357,01:52:00,01:52:00,145,16,0,,4,S
9855357,01:59:00,01:59:00,190,17,0,,4,S
9855357,02:17:00,02:17:00,149,18,0,,4,S
9855358,23:24:00,23:24:00,149,1,0,,,S
9855358,23:29:00,23:29:00,190,2,0,,3,S
9855358,23:37:00,23:37:00,145,3,0,,1,S
9855358,23:43:00,23:43:00,143,4,0,,3,S
9855358,23:49:00,23:49:00,140,5,0,,3,S
9855358,23:55:00,23:55:00,188,6,0,,3,S
9855358,23:58:00,23:58:00,138,7,0,,3,S
9855358,24:02:00,24:02:00,137,8,0,,3,S
9855358,24:05:00,24:05:00,136,9,0,,3,S
9855358,24:11:00,24:11:00,134,10,0,,3,S
9855358,24:16:00,24:16:00,133,11,0,,3,S
9855358,24:20:00,24:20:00,131,12,0,,3,S
9855358,24:23:00,24:23:00,129,13,0,,3,S
9855358,24:26:00,24:26:00,128,14,0,,3,S
9855358,24:29:00,24:29:00,127,15,0,,3,S
9855358,24:35:00,24:35:00,124,16,0,,5,S
9855358,25:22:00,25:22:00,4,17,1,,4,D
9855358,25:33:00,25:33:00,1,18,0,,25,S
9855365,05:28:00,05:28:00,157,1,0,,1,S
9855365,05:33:00,05:33:00,155,2,0,,1,S
9855365,05:37:00,05:37:00,154,3,0,,1,S
9855365,05:40:00,05:40:00,153,4,0,,1,S
9855365,05:45:00,05:45:00,124,5,0,,5,S
9855365,05:48:00,05:48:00,121,6,0,,3,S
9855365,05:50:00,05:50:00,120,7,0,,3,S
9855365,05:52:00,05:52:00,118,8,0,,3,S
9855365,05:55:00,05:55:00,116,9,0,,3,S
9855365,05:59:00,05:59:00,115,10,0,,3,S
9855365,06:02:00,06:02:00,114,11,0,,3,S
9855365,06:31:00,06:31:00,4,12,1,,1,D
9855365,06:43:00,06:43:00,1,13,0,,21,S
9855367,07:08:00,07:08:00,1,1,0,,21,S
9855367,07:18:00,07:18:00,4,2,0,,3,R
9855367,07:26:00,07:26:00,56,3,0,,3,S
9855367,07:34:00,07:34:00,105,4,0,,4,S
9855367,07:37:00,07:37:00,106,5,0,,4,S
9855367,07:40:00,07:40:00,108,6,0,,4,S
9855367,07:44:00,07:44:00,110,7,0,,4,S
9855367,07:47:00,07:47:00,111,8,0,,4,S
9855367,07:50:00,07:50:00,112,9,0,,4,S
9855367,07:55:00,07:55:00,114,10,0,,4,S
9855367,07:58:00,07:58:00,115,11,0,,4,S
9855367,08:02:00,08:02:00,116,12,0,,4,S
9855367,08:05:00,08:05:00,118,13,0,,4,S
9855367,08:08:00,08:08:00,120,14,0,,4,S
9855367,08:11:00,08:11:00,121,15,0,,4,S
9855367,08:22:00,08:22:00,124,16,0,,4,S
9855367,08:26:00,08:26:00,153,17,0,,1,S
9855367,08:29:00,08:29:00,154,18,0,,1,S
9855367,08:33:00,08:33:00,155,19,0,,1,S
9855367,08:42:00,08:42:00,157,20,0,,1,S
9855368,06:18:00,06:18:00,157,1,0,,1,S
9855368,06:23:00,06:23:00,155,2,0,,1,S
9855368,06:27:00,06:27:00,154,3,0,,1,S
9855368,06:30:00,06:30:00,153,4,0,,1,S
9855368,06:35:00,06:35:00,124,5,0,,3,S
9855368,07:14:00,07:14:00,4,6,1,,1,D
9855368,07:26:00,07:26:00,1,7,0,,19,S
9855369,08:06:00,08:06:00,1,1,0,,102A,S
9855369,08:16:00,08:16:00,4,2,0,,3,R
9855369,08:24:00,08:24:00,56,3,0,,3,S
9855369,08:46:00,08:46:00,114,4,0,,4,S
9855369,08:49:00,08:49:00,115,5,0,,4,S
9855369,08:53:00,08:53:00,116,6,0,,4,S
9855369,08:56:00,08:56:00,118,7,0,,4,S
9855369,08:59:00,08:59:00,120,8,0,,4,S
9855369,09:02:00,09:02:00,121,9,0,,4,S
9855369,09:09:00,09:09:00,124,10,0,,2,S
9855369,09:13:00,09:13:00,153,11,0,,1,S
9855369,09:16:00,09:16:00,154,12,0,,1,S
9855369,09:20:00,09:20:00,155,13,0,,1,S
9855369,09:29:00,09:29:00,157,14,0,,1,S
9855370,10:03:00,10:03:00,124,1,0,,5,S
9855370,10:07:00,10:07:00,153,2,0,,1,S
9855370,10:10:00,10:10:00,154,3,0,,1,S
9855370,10:14:00,10:14:00,155,4,0,,1,S
9855370,10:21:00,10:21:00,157,5,0,,1,S
9855371,11:01:00,11:01:00,124,1,0,,5,S
9855371,11:05:00,11:05:00,153,2,0,,1,S
9855371,11:08:00,11:08:00,154,3,0,,1,S
9855371,11:12:00,11:12:00,155,4,0,,1,S
9855371,11:19:00,11:19:00,157,5,0,,1,S
9855373,12:01:00,12:01:00,124,1,0,,5,S
9855373,12:05:00,12:05:00,153,2,0,,1,S
9855373,12:08:00,12:08:00,154,3,0,,1,S
9855373,12:12:00,12:12:00,155,4,0,,1,S
9855373,12:19:00,12:19:00,157,5,0,,1,S
9855374,07:10:00,07:10:00,157,1,0,,1,S
9855374,07:15:00,07:15:00,155,2,0,,1,S
9855374,07:19:00,07:19:00,154,3,0,,1,S
9855374,07:23:00,07:23:00,153,4,0,,1,S
9855374,07:29:00,07:29:00,124,5,0,,5,S
9855374,08:07:00,08:07:00,4,6,1,,1,D
9855374,08:20:00,08:20:00,1,7,0,,108,S
9855375,13:01:00,13:01:00,124,1,0,,5,S
9855375,13:05:00,13:05:00,153,2,0,,1,S
9855375,13:08:00,13:08:00,154,3,0,,1,S
9855375,13:12:00,13:12:00,155,4,0,,1,S
9855375,13:19:00,13:19:00,157,5,0,,1,S
9855377,14:01:00,14:01:00,124,1,0,,5,S
9855377,14:05:00,14:05:00,153,2,0,,1,S
9855377,14:08:00,14:08:00,154,3,0,,1,S
9855377,14:12:00,14:12:00,155,4,0,,1,S
9855377,14:19:00,14:19:00,157,5,0,,1,S
9855378,07:30:00,07:30:00,157,1,0,,1,S
9855378,07:35:00,07:35:00,155,2,0,,1,S
9855378,07:39:00,07:39:00,154,3,0,,1,S
9855378,07:43:00,07:43:00,153,4,0,,1,S
9855378,08:39:00,08:39:00,1,5,0,,103,S
9855379,15:01:00,15:01:00,124,1,0,,5,S
9855379,15:05:00,15:05:00,153,2,0,,1,S
9855379,15:08:00,15:08:00,154,3,0,,1,S
9855379,15:12:00,15:12:00,155,4,0,,1,S
9855379,15:19:00,15:19:00,157,5,0,,1,S
9855380,07:56:00,07:56:00,157,1,0,,1,S
9855380,08:01:00,08:01:00,155,2,0,,1,S
9855380,08:05:00,08:05:00,154,3,0,,1,S
9855380,08:09:00,08:09:00,153,4,0,,1,S
9855380,08:13:00,08:13:00,124,5,0,,5,S
9855380,08:21:00,08:21:00,116,6,0,,3,S
9855380,08:56:00,08:56:00,4,7,1,,1,D
9855380,09:09:00,09:09:00,1,8,0,,113,S
9855381,15:56:00,15:56:00,124,1,0,,5,S
9855381,16:00:00,16:00:00,153,2,0,,1,S
9855381,16:03:00,16:03:00,154,3,0,,1,S
9855381,16:07:00,16:07:00,155,4,0,,1,S
9855381,16:14:00,16:14:00,157,5,0,,1,S
9855383,15:39:00,15:39:00,1,1,0,,113,S
9855383,15:49:00,15:49:00,4,2,0,,3,R
9855383,16:16:00,16:16:00,114,3,0,,4,S
9855383,16:19:00,16:19:00,115,4,0,,4,S
9855383,16:23:00,16:23:00,116,5,0,,4,S
9855383,16:26:00,16:26:00,118,6,0,,4,S
9855383,16:29:00,16:29:00,120,7,0,,4,S
9855383,16:31:00,16:31:00,121,8,0,,4,S
9855383,16:39:00,16:39:00,124,9,0,,4,S
9855383,16:46:00,16:46:00,153,10,0,,1,S
9855383,16:49:00,16:49:00,154,11,0,,1,S
9855383,16:53:00,16:53:00,155,12,0,,1,S
9855383,17:02:00,17:02:00,157,13,0,,1,S
9855384,08:53:00,08:53:00,157,1,0,,1,S
9855384,08:58:00,08:58:00,155,2,0,,1,S
9855384,09:02:00,09:02:00,154,3,0,,1,S
9855384,09:05:00,09:05:00,153,4,0,,1,S
9855384,09:11:00,09:11:00,124,5,0,,5,S
9855385,09:38:00,09:38:00,157,1,0,,1,S
9855385,09:43:00,09:43:00,155,2,0,,1,S
9855385,09:47:00,09:47:00,154,3,0,,1,S
9855385,09:50:00,09:50:00,153,4,0,,1,S
9855385,09:56:00,09:56:00,124,5,0,,5,S
9855387,16:45:00,16:45:00,1,1,0,,110,S
9855387,16:55:00,16:55:00,4,2,0,,3,R
9855387,17:19:00,17:19:00,112,3,0,,4,S
9855387,17:23:00,17:23:00,114,4,0,,4,S
9855387,17:26:00,17:26:00,115,5,0,,4,S
9855387,17:30:00,17:30:00,116,6,0,,4,S
9855387,17:33:00,17:33:00,118,7,0,,4,S
9855387,17:36:00,17:36:00,120,8,0,,4,S
9855387,17:38:00,17:38:00,121,9,0,,4,S
9855387,17:45:00,17:45:00,124,10,0,,4,S
9855387,17:50:00,17:50:00,153,11,0,,1,S
9855387,17:53:00,17:53:00,154,12,0,,1,S
9855387,17:57:00,17:57:00,155,13,0,,1,S
9855387,18:06:00,18:06:00,157,14,0,,1,S
9855388,10:29:00,10:29:00,157,1,0,,1,S
9855388,10:34:00,10:34:00,155,2,0,,1,S
9855388,10:38:00,10:38:00,154,3,0,,1,S
9855388,10:41:00,10:41:00,153,4,0,,1,S
9855388,10:46:00,10:46:00,124,5,0,,5,S
9855389,17:13:00,17:13:00,1,1,0,,113,S
9855389,18:01:00,18:01:00,124,2,0,,5,S
9855389,18:06:00,18:06:00,153,3,0,,1,S
9855389,18:09:00,18:09:00,154,4,0,,1,S
9855389,18:13:00,18:13:00,155,5,0,,1,S
9855389,18:22:00,18:22:00,157,6,0,,1,S
9855390,11:29:00,11:29:00,157,1,0,,1,S
9855390,11:34:00,11:34:00,155,2,0,,1,S
9855390,11:38:00,11:38:00,154,3,0,,1,S
9855390,11:41:00,11:41:00,153,4,0,,1,S
9855390,11:46:00,11:46:00,124,5,0,,5,S
9855391,17:26:00,17:26:00,1,1,0,,102A,S
9855391,18:17:00,18:17:00,153,2,1,,1,H
9855391,18:20:00,18:20:00,154,3,1,,1,H
