trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,track,note_id
9843127,07:00:00,07:00:00,108,1,0,,3,S
9843127,07:04:00,07:04:00,106,2,0,,3,S
9843127,07:07:00,07:07:00,105,3,0,,3,S
9843127,07:26:00,07:26:00,4,4,1,,1,D
9843127,07:39:00,07:39:00,1,5,0,,102A,S
9843128,07:27:00,07:27:00,112,1,0,,3,S
9843128,07:30:00,07:30:00,111,2,0,,3,S
9843128,07:35:00,07:35:00,110,3,0,,3,S
9843128,08:10:00,08:10:00,1,4,0,,109,S
9843129,07:46:00,07:46:00,108,1,0,,3,S
9843129,07:51:00,07:51:00,106,2,0,,3,S
9843129,07:54:00,07:54:00,105,3,0,,3,S
9843129,08:10:00,08:10:00,4,4,1,,2,D
9843129,08:23:00,08:23:00,1,5,0,,110,S
9843130,08:14:00,08:14:00,108,1,0,,3,S
9843130,08:18:00,08:18:00,106,2,0,,3,S
9843130,08:21:00,08:21:00,105,3,0,,3,S
9843130,08:40:00,08:40:00,4,4,1,,1,D
9843130,08:53:00,08:53:00,1,5,0,,16,S
9843131,08:12:00,08:12:00,112,1,0,,3,S
9843131,08:15:00,08:15:00,111,2,0,,3,S
9843131,08:19:00,08:19:00,110,3,0,,3,S
9843131,08:41:00,08:41:00,4,4,1,,1,D
9843131,08:54:00,08:54:00,1,5,0,,110,S
9843132,08:32:00,08:32:00,112,1,0,,3,S
9843132,08:35:00,08:35:00,111,2,0,,3,S
9843132,08:39:00,08:39:00,110,3,0,,3,S
9843132,08:43:00,08:43:00,108,4,0,,3,S
9843132,08:47:00,08:47:00,106,5,0,,3,S
9843132,08:50:00,08:50:00,105,6,0,,3,S
9843132,09:21:00,09:21:00,1,7,0,,108,S
9843133,08:48:00,08:48:00,112,1,0,,3,S
9843133,08:51:00,08:51:00,111,2,0,,3,S
9843133,08:55:00,08:55:00,110,3,0,,3,S
9843133,08:58:00,08:58:00,108,4,0,,3,S
9843133,09:02:00,09:02:00,106,5,0,,3,S
9843133,09:06:00,09:06:00,105,6,0,,3,S
9843133,09:17:00,09:17:00,56,7,0,,4,S
9843133,09:24:00,09:24:00,4,8,1,,2,D
9843133,09:37:00,09:37:00,1,9,0,,19,S
9843134,09:23:00,09:23:00,112,1,0,,3,S
9843134,09:26:00,09:26:00,111,2,0,,3,S
9843134,09:30:00,09:30:00,110,3,0,,3,S
9843134,09:34:00,09:34:00,108,4,0,,3,S
9843134,09:38:00,09:38:00,106,5,0,,3,S
9843134,09:41:00,09:41:00,105,6,0,,3,S
9843134,09:52:00,09:52:00,56,7,0,,4,S
9843134,10:00:00,10:00:00,4,8,1,,2,D
9843134,10:11:00,10:11:00,1,9,0,,23,S
9843135,09:49:00,09:49:00,112,1,0,,3,S
9843135,09:52:00,09:52:00,111,2,0,,3,S
9843135,09:56:00,09:56:00,110,3,0,,3,S
9843135,10:00:00,10:00:00,108,4,0,,3,S
9843135,10:05:00,10:05:00,106,5,0,,3,S
9843135,10:08:00,10:08:00,105,6,0,,3,S
9843135,10:19:00,10:19:00,56,7,0,,4,S
9843135,10:26:00,10:26:00,4,8,1,,4,D
9843135,10:38:00,10:38:00,1,9,0,,106,S
9843136,15:58:00,15:58:00,1,1,0,,17,S
9843136,16:08:00,16:08:00,4,2,0,,1,R
9843136,16:22:00,16:22:00,105,3,0,,4,S
9843136,16:25:00,16:25:00,106,4,0,,4,S
9843136,16:28:00,16:28:00,108,5,0,,4,S
9843136,16:32:00,16:32:00,110,6,0,,4,S
9843136,16:35:00,16:35:00,111,7,0,,4,S
9843136,16:43:00,16:43:00,112,8,0,,4,S
9843137,10:25:00,10:25:00,112,1,0,,3,S
9843137,10:28:00,10:28:00,111,2,0,,3,S
9843137,10:32:00,10:32:00,110,3,0,,3,S
9843137,10:36:00,10:36:00,108,4,0,,3,S
9843137,10:41:00,10:41:00,106,5,0,,3,S
9843137,10:44:00,10:44:00,105,6,0,,3,S
9843137,10:55:00,10:55:00,56,7,0,,4,S
9843137,11:02:00,11:02:00,4,8,1,,4,D
9843137,11:13:00,11:13:00,1,9,0,,105,S
9843138,16:51:00,16:51:00,1,1,0,,106,S
9843138,17:01:00,17:01:00,4,2,0,,3,R
9843138,17:09:00,17:09:00,56,3,0,,3,S
9843138,17:17:00,17:17:00,105,4,0,,4,S
9843138,17:20:00,17:20:00,106,5,0,,4,S
9843138,17:23:00,17:23:00,108,6,0,,4,S
9843138,17:27:00,17:27:00,110,7,0,,4,S
9843138,17:30:00,17:30:00,111,8,0,,4,S
9843138,17:38:00,17:38:00,112,9,0,,4,S
9843139,17:18:00,17:18:00,1,1,0,,21,S
9843139,17:28:00,17:28:00,4,2,0,,3,R
9843139,17:46:00,17:46:00,108,3,1,,4,H
9843139,17:50:00,17:50:00,110,4,1,,4,H
9843139,17:54:00,17:54:00,111,5,1,,4,H
9843139,18:01:00,18:01:00,112,6,0,,4,S
9843140,17:21:00,17:21:00,1,1,0,,103,S
9843140,17:31:00,17:31:00,4,2,0,,3,R
9843140,17:46:00,17:46:00,105,3,1,,4,H
9843140,17:49:00,17:49:00,106,4,1,,4,H
9843140,17:57:00,17:57:00,108,5,0,,4,S
9843141,17:33:00,17:33:00,1,1,0,,105,S
9843141,18:00:00,18:00:00,108,2,1,,4,H
9843141,18:04:00,18:04:00,110,3,1,,4,H
9843141,18:08:00,18:08:00,111,4,1,,4,H
9843141,18:15:00,18:15:00,112,5,0,,4,S
9843142,17:57:00,17:57:00,1,1,0,,11,S
9843142,18:27:00,18:27:00,110,2,1,,4,H
9843142,18:31:00,18:31:00,111,3,1,,4,H
9843142,18:39:00,18:39:00,112,4,0,,4,S
9843143,18:02:00,18:02:00,1,1,0,,30,S
9843143,18:26:00,18:26:00,105,2,1,,4,H
9843143,18:29:00,18:29:00,106,3,1,,4,H
9843143,18:37:00,18:37:00,108,4,0,,4,S
9843144,18:20:00,18:20:00,1,1,0,,20,S
9843144,18:30:00,18:30:00,4,2,0,,3,R
9843144,18:45:00,18:45:00,105,3,0,,4,S
9843144,18:48:00,18:48:00,106,4,0,,4,S
9843144,18:51:00,18:51:00,108,5,0,,4,S
9843144,18:55:00,18:55:00,110,6,0,,4,S
9843144,18:58:00,18:58:00,111,7,0,,4,S
9843144,19:06:00,19:06:00,112,8,0,,4,S
9843145,18:42:00,18:42:00,1,1,0,,106,S
9843145,19:09:00,19:09:00,108,2,1,,4,H
9843145,19:13:00,19:13:00,110,3,1,,4,H
9843145,19:16:00,19:16:00,111,4,1,,4,H
9843145,19:23:00,19:23:00,112,5,0,,4,S
9843146,17:12:00,17:12:00,112,1,0,,3,S
9843146,17:15:00,17:15:00,111,2,0,,3,S
9843146,17:19:00,17:19:00,110,3,0,,3,S
9843146,17:22:00,17:22:00,108,4,0,,3,S
9843146,17:26:00,17:26:00,106,5,0,,3,S
9843146,17:30:00,17:30:00,105,6,0,,3,S
9843146,17:42:00,17:42:00,56,7,0,,4,S
9843146,17:52:00,17:52:00,4,8,1,,2,D
9843146,18:04:00,18:04:00,1,9,0,,21,S
9843147,19:09:00,19:09:00,1,1,0,,104,S
9843147,19:39:00,19:39:00,110,2,1,,4,H
9843147,19:42:00,19:42:00,111,3,1,,4,H
9843147,19:49:00,19:49:00,112,4,0,,4,S
9843148,18:19:00,18:19:00,112,1,0,,3,S
9843148,18:22:00,18:22:00,111,2,0,,3,S
9843148,18:26:00,18:26:00,110,3,0,,3,S
9843148,18:29:00,18:29:00,108,4,0,,3,S
9843148,18:33:00,18:33:00,106,5,0,,3,S
9843148,18:37:00,18:37:00,105,6,0,,3,S
9843148,18:48:00,18:48:00,56,7,0,,4,S
9843148,18:56:00,18:56:00,4,8,1,,4,D
9843148,19:08:00,19:08:00,1,9,0,,21,S
9843150,23:57:00,23:57:00,124,1,0,,5,S
9843150,24:01:00,24:01:00,121,2,0,,3,S
9843150,24:03:00,24:03:00,120,3,0,,3,S
9843150,24:05:00,24:05:00,118,4,0,,3,S
9843150,24:09:00,24:09:00,116,5,0,,3,S
9843150,24:13:00,24:13:00,115,6,0,,3,S
9843150,24:16:00,24:16:00,114,7,0,,3,S
9843150,24:21:00,24:21:00,112,8,0,,3,S
9843150,24:24:00,24:24:00,111,9,0,,3,S
9843150,24:28:00,24:28:00,110,10,0,,3,S
9843150,24:32:00,24:32:00,108,11,0,,3,S
9843150,24:37:00,24:37:00,106,12,0,,3,S
9843150,24:40:00,24:40:00,105,13,0,,3,S
9843150,24:51:00,24:51:00,56,14,0,,4,S
9843150,25:03:00,25:03:00,4,15,1,,4,D
9843150,25:14:00,25:14:00,1,16,0,,25,S
9843151,00:25:00,00:25:00,1,1,0,,24,S
9843151,00:35:00,00:35:00,4,2,0,,3,R
9843151,00:43:00,00:43:00,56,3,0,,3,S
9843151,00:51:00,00:51:00,105,4,0,,4,S
9843151,00:54:00,00:54:00,106,5,0,,4,S
9843151,00:57:00,00:57:00,108,6,0,,4,S
9843151,01:01:00,01:01:00,110,7,0,,4,S
9843151,01:04:00,01:04:00,111,8,0,,4,S
9843151,01:07:00,01:07:00,112,9,0,,4,S
9843151,01:11:00,01:11:00,114,10,0,,4,S
9843151,01:14:00,01:14:00,115,11,0,,4,S
9843151,01:18:00,01:18:00,116,12,0,,4,S
9843151,01:21:00,01:21:00,118,13,0,,4,S
9843151,01:24:00,01:24:00,120,14,0,,4,S
9843151,01:27:00,01:27:00,121,15,0,,4,S
9843151,01:34:00,01:34:00,124,16,0,,4,S
9843152,04:38:00,04:38:00,124,1,0,,4,S
9843152,04:41:00,04:41:00,121,2,0,,3,S
9843152,04:43:00,04:43:00,120,3,0,,3,S
9843152,04:45:00,04:45:00,118,4,0,,3,S
9843152,04:49:00,04:49:00,116,5,0,,3,S
9843152,04:53:00,04:53:00,115,6,0,,3,S
9843152,04:56:00,04:56:00,114,7,0,,3,S
9843152,05:00:00,05:00:00,112,8,0,,3,S
9843152,05:03:00,05:03:00,111,9,0,,3,S
9843152,05:07:00,05:07:00,110,10,0,,3,S
9843152,05:11:00,05:11:00,108,11,0,,3,S
9843152,05:15:00,05:15:00,106,12,0,,3,S
9843152,05:18:00,05:18:00,105,13,0,,3,S
9843152,05:28:00,05:28:00,56,14,0,,4,S
9843152,05:36:00,05:36:00,4,15,1,,2,D
9843152,05:49:00,05:49:00,1,16,0,,19,S
9843153,01:15:00,01:15:00,1,1,0,,19,S
9843153,01:25:00,01:25:00,4,2,0,,3,R
9843153,01:33:00,01:33:00,56,3,0,,3,S
9843153,01:41:00,01:41:00,105,4,0,,4,S
9843153,01:44:00,01:44:00,106,5,0,,4,S
9843153,01:47:00,01:47:00,108,6,0,,4,S
9843153,01:51:00,01:51:00,110,7,0,,4,S
9843153,01:54:00,01:54:00,111,8,0,,4,S
9843153,01:57:00,01:57:00,112,9,0,,4,S
9843153,02:01:00,02:01:00,114,10,0,,4,S
9843153,02:04:00,02:04:00,115,11,0,,4,S
9843153,02:08:00,02:08:00,116,12,0,,4,S
9843153,02:11:00,02:11:00,118,13,0,,4,S
9843153,02:14:00,02:14:00,120,14,0,,4,S
9843153,02:17:00,02:17:00,121,15,0,,4,S
9843153,02:32:00,02:32:00,124,16,0,,4,S
9843154,05:05:00,05:05:00,124,1,0,,5,S
9843154,05:08:00,05:08:00,121,2,0,,3,S
9843154,05:10:00,05:10:00,120,3,0,,3,S
9843154,05:12:00,05:12:00,118,4,0,,3,S
9843154,05:16:00,05:16:00,116,5,0,,3,S
9843154,05:20:00,05:20:00,115,6,0,,3,S
9843154,05:23:00,05:23:00,114,7,0,,3,S
9843154,05:27:00,05:27:00,112,8,0,,3,S
9843154,05:30:00,05:30:00,111,9,0,,3,S
9843154,05:34:00,05:34:00,110,10,0,,3,S
9843154,05:38:00,05:38:00,108,11,0,,3,S
9843154,05:42:00,05:42:00,106,12,0,,3,S
9843154,05:45:00,05:45:00,105,13,0,,3,S
9843154,05:55:00,05:55:00,56,14,0,,4,S
9843154,06:04:00,06:04:00,4,15,1,,1,D
9843154,06:17:00,06:17:00,1,16,0,,17,S
9843155,01:53:00,01:53:00,1,1,0,,25,S
9843155,02:03:00,02:03:00,4,2,0,,3,R
9843155,02:18:00,02:18:00,105,3,0,,4,S
9843155,02:21:00,02:21:00,106,4,0,,4,S
9843155,02:24:00,02:24:00,108,5,0,,4,S
9843155,02:28:00,02:28:00,110,6,0,,4,S
9843155,02:31:00,02:31:00,111,7,0,,4,S
9843155,02:34:00,02:34:00,112,8,0,,4,S
9843155,02:38:00,02:38:00,114,9,0,,4,S
9843155,02:41:00,02:41:00,115,10,0,,4,S
9843155,02:45:00,02:45:00,116,11,0,,4,S
9843155,02:48:00,02:48:00,118,12,0,,4,S
9843155,02:51:00,02:51:00,120,13,0,,4,S
9843155,02:54:00,02:54:00,121,14,0,,4,S
9843155,03:01:00,03:01:00,124,15,0,,4,S
9843156,05:30:00,05:30:00,124,1,0,,4,S
9843156,05:33:00,05:33:00,121,2,0,,3,S
9843156,05:35:00,05:35:00,120,3,0,,3,S
9843156,05:37:00,05:37:00,118,4,0,,3,S
9843156,05:40:00,05:40:00,116,5,0,,3,S
9843156,05:45:00,05:45:00,115,6,0,,3,S
9843156,05:48:00,05:48:00,114,7,0,,3,S
9843156,05:51:00,05:51:00,112,8,0,,3,S
9843156,05:54:00,05:54:00,111,9,0,,3,S
9843156,05:58:00,05:58:00,110,10,0,,3,S
9843156,06:02:00,06:02:00,108,11,0,,3,S
9843156,06:06:00,06:06:00,106,12,0,,3,S
9843156,06:09:00,06:09:00,105,13,0,,3,S
9843156,06:19:00,06:19:00,56,14,0,,4,S
9843156,06:28:00,06:28:00,4,15,1,,2,D
9843156,06:41:00,06:41:00,1,16,0,,16,S
9843157,05:58:00,05:58:00,1,1,0,,18,S
9843157,06:08:00,06:08:00,4,2,0,,3,R
9843157,06:16:00,06:16:00,56,3,0,,3,S
9843157,06:24:00,06:24:00,105,4,0,,4,S
9843157,06:27:00,06:27:00,106,5,0,,4,S
9843157,06:30:00,06:30:00,108,6,0,,4,S
9843157,06:34:00,06:34:00,110,7,0,,4,S
9843157,06:37:00,06:37:00,111,8,0,,4,S
9843157,06:40:00,06:40:00,112,9,0,,4,S
9843157,06:45:00,06:45:00,114,10,0,,4,S
9843157,06:48:00,06:48:00,115,11,0,,4,S
9843157,06:52:00,06:52:00,116,12,0,,4,S
9843157,07:05:00,07:05:00,124,13,0,,2,S
9843158,05:53:00,05:53:00,124,1,0,,4,S
9843158,05:56:00,05:56:00,121,2,0,,3,S
9843158,05:59:00,05:59:00,120,3,0,,3,S
9843158,06:01:00,06:01:00,118,4,0,,3,S
9843158,06:05:00,06:05:00,116,5,0,,3,S
9843158,06:09:00,06:09:00,115,6,0,,3,S
9843158,06:12:00,06:12:00,114,7,0,,3,S
9843158,06:16:00,06:16:00,112,8,0,,3,S
9843158,06:19:00,06:19:00,111,9,0,,3,S
9843158,06:23:00,06:23:00,110,10,0,,3,S
9843158,06:27:00,06:27:00,108,11,0,,3,S
9843158,06:31:00,06:31:00,106,12,0,,3,S
9843158,06:34:00,06:34:00,105,13,0,,3,S
9843158,06:44:00,06:44:00,56,14,0,,4,S
9843158,06:52:00,06:52:00,4,15,1,,1,D
9843158,07:04:00,07:04:00,1,16,0,,108,S
9843159,06:38:00,06:38:00,1,1,0,,23,S
9843159,06:48:00,06:48:00,4,2,0,,3,R
9843159,06:56:00,06:56:00,56,3,0,,3,S
9843159,07:04:00,07:04:00,105,4,0,,4,S
9843159,07:07:00,07:07:00,106,5,0,,4,S
9843159,07:10:00,07:10:00,108,6,0,,4,S
9843159,07:14:00,07:14:00,110,7,0,,4,S
9843159,07:17:00,07:17:00,111,8,0,,4,S
9843159,07:20:00,07:20:00,112,9,0,,4,S
9843159,07:25:00,07:25:00,114,10,0,,4,S
9843159,07:28:00,07:28:00,115,11,0,,4,S
9843159,07:32:00,07:32:00,116,12,0,,4,S
9843159,07:47:00,07:47:00,124,13,0,,4,S
9843160,06:09:00,06:09:00,124,1,0,,5,S
9843160,06:12:00,06:12:00,121,2,0,,3,S
9843160,06:14:00,06:14:00,120,3,0,,3,S
9843160,06:16:00,06:16:00,118,4,0,,3,S
9843160,06:20:00,06:20:00,116,5,0,,3,S
9843160,06:24:00,06:24:00,115,6,0,,3,S
9843160,06:27:00,06:27:00,114,7,0,,3,S
9843160,06:31:00,06:31:00,112,8,0,,3,S
9843160,06:34:00,06:34:00,111,9,0,,3,S
9843160,06:38:00,06:38:00,110,10,0,,3,S
9843160,06:42:00,06:42:00,108,11,0,,3,S
9843160,06:46:00,06:46:00,106,12,0,,3,S
9843160,06:50:00,06:50:00,105,13,0,,3,S
9843160,07:00:00,07:00:00,56,14,0,,4,S
9843160,07:08:00,07:08:00,4,15,1,,1,D
9843160,07:21:00,07:21:00,1,16,0,,17,S
9843161,07:41:00,07:41:00,1,1,0,,19,S
9843161,07:51:00,07:51:00,4,2,0,,3,R
9843161,07:59:00,07:59:00,56,3,0,,3,S
9843161,08:08:00,08:08:00,105,4,0,,4,S
9843161,08:11:00,08:11:00,106,5,0,,4,S
9843161,08:14:00,08:14:00,108,6,0,,4,S
9843161,08:18:00,08:18:00,110,7,0,,4,S
9843161,08:21:00,08:21:00,111,8,0,,4,S
9843161,08:24:00,08:24:00,112,9,0,,4,S
9843161,08:29:00,08:29:00,114,10,0,,4,S
9843161,08:32:00,08:32:00,115,11,0,,4,S
9843161,08:36:00,08:36:00,116,12,0,,4,S
9843161,08:49:00,08:49:00,124,13,0,,4,S
9843162,06:27:00,06:27:00,124,1,0,,5,S
9843162,06:30:00,06:30:00,121,2,0,,3,S
9843162,06:33:00,06:33:00,120,3,0,,3,S
9843162,06:36:00,06:36:00,118,4,0,,3,S
9843162,06:39:00,06:39:00,116,5,0,,3,S
9843162,06:44:00,06:44:00,115,6,0,,3,S
9843162,06:47:00,06:47:00,114,7,0,,3,S
9843162,07:17:00,07:17:00,4,8,1,,1,D
9843162,07:30:00,07:30:00,1,9,0,,20,S
9843163,08:10:00,08:10:00,1,1,0,,107,S
9843163,08:20:00,08:20:00,4,2,0,,3,R
9843163,08:28:00,08:28:00,56,3,0,,3,S
9843163,08:36:00,08:36:00,105,4,0,,4,S
9843163,08:39:00,08:39:00,106,5,0,,4,S
9843163,08:42:00,08:42:00,108,6,0,,4,S
9843163,08:46:00,08:46:00,110,7,0,,4,S
9843163,08:49:00,08:49:00,111,8,0,,4,S
9843163,08:52:00,08:52:00,112,9,0,,4,S
9843163,08:57:00,08:57:00,114,10,0,,4,S
9843163,09:00:00,09:00:00,115,11,0,,4,S
9843163,09:04:00,09:04:00,116,12,0,,4,S
9843163,09:07:00,09:07:00,118,13,0,,4,S
9843163,09:10:00,09:10:00,120,14,0,,4,S
9843163,09:13:00,09:13:00,121,15,0,,4,S
9843163,09:24:00,09:24:00,124,16,0,,4,S
9843164,06:59:00,06:59:00,112,1,0,,3,S
9843164,07:03:00,07:03:00,111,2,0,,3,S
9843164,07:08:00,07:08:00,110,3,0,,3,S
9843164,07:33:00,07:33:00,4,4,1,,1,D
9843164,07:46:00,07:46:00,1,5,0,,107,S
9843165,08:35:00,08:35:00,1,1,0,,11,S
9843165,08:45:00,08:45:00,4,2,0,,3,R
9843165,08:53:00,08:53:00,56,3,0,,3,S
9843165,09:01:00,09:01:00,105,4,0,,4,S
9843165,09:04:00,09:04:00,106,5,0,,4,S
9843165,09:07:00,09:07:00,108,6,0,,4,S
9843165,09:11:00,09:11:00,110,7,0,,4,S
9843165,09:14:00,09:14:00,111,8,0,,4,S
9843165,09:17:00,09:17:00,112,9,0,,4,S
9843165,09:22:00,09:22:00,114,10,0,,4,S
9843165,09:25:00,09:25:00,115,11,0,,4,S
9843165,09:29:00,09:29:00,116,12,0,,4,S
9843165,09:32:00,09:32:00,118,13,0,,4,S
9843165,09:35:00,09:35:00,120,14,0,,4,S
9843165,09:38:00,09:38:00,121,15,0,,4,S
9843165,09:50:00,09:50:00,124,16,0,,4,S
9843166,06:44:00,06:44:00,124,1,0,,5,S
9843166,06:47:00,06:47:00,121,2,0,,3,S
9843166,06:50:00,06:50:00,120,3,0,,3,S
9843166,06:53:00,06:53:00,118,4,0,,3,S
9843166,06:56:00,06:56:00,116,5,0,,3,S
9843166,07:00:00,07:00:00,115,6,0,,3,S
9843166,07:03:00,07:03:00,114,7,0,,3,S
9843166,07:37:00,07:37:00,4,8,1,,1,D
9843166,07:50:00,07:50:00,1,9,0,,17,S
9843167,09:07:00,09:07:00,1,1,0,,11,S
9843167,09:17:00,09:17:00,4,2,0,,3,R
9843167,09:25:00,09:25:00,56,3,0,,3,S
9843167,09:34:00,09:34:00,105,4,0,,4,S
9843167,09:37:00,09:37:00,106,5,0,,4,S
9843167,09:40:00,09:40:00,108,6,0,,4,S
9843167,09:44:00,09:44:00,110,7,0,,4,S
9843167,09:47:00,09:47:00,111,8,0,,4,S
9843167,09:50:00,09:50:00,112,9,0,,4,S
9843167,09:55:00,09:55:00,114,10,0,,4,S
9843167,09:58:00,09:58:00,115,11,0,,4,S
9843167,10:03:00,10:03:00,116,12,0,,4,S
9843167,10:07:00,10:07:00,118,13,0,,4,S
9843167,10:10:00,10:10:00,120,14,0,,4,S
9843167,10:12:00,10:12:00,121,15,0,,4,S
9843167,10:21:00,10:21:00,124,16,0,,4,S
9843168,07:20:00,07:20:00,108,1,0,,3,S
9843168,07:25:00,07:25:00,106,2,0,,3,S
9843168,07:28:00,07:28:00,105,3,0,,3,S
9843168,07:58:00,07:58:00,1,4,0,,34,S
9843169,09:37:00,09:37:00,1,1,0,,111,S
9843169,09:47:00,09:47:00,4,2,0,,3,R
9843169,09:55:00,09:55:00,56,3,0,,3,S
9843169,10:04:00,10:04:00,105,4,0,,4,S
9843169,10:07:00,10:07:00,106,5,0,,4,S
9843169,10:10:00,10:10:00,108,6,0,,4,S
9843169,10:14:00,10:14:00,110,7,0,,4,S
9843169,10:17:00,10:17:00,111,8,0,,4,S
9843169,10:20:00,10:20:00,112,9,0,,4,S
9843169,10:25:00,10:25:00,114,10,0,,4,S
9843169,10:28:00,10:28:00,115,11,0,,4,S
9843169,10:33:00,10:33:00,116,12,0,,4,S
9843169,10:37:00,10:37:00,118,13,0,,4,S
9843169,10:40:00,10:40:00,120,14,0,,4,S
9843169,10:42:00,10:42:00,121,15,0,,4,S
9843169,10:53:00,10:53:00,124,16,0,,4,S
9843170,10:07:00,10:07:00,1,1,0,,106,S
9843170,10:17:00,10:17:00,4,2,0,,3,R
9843170,10:25:00,10:25:00,56,3,0,,3,S
9843170,10:34:00,10:34:00,105,4,0,,4,S
9843170,10:37:00,10:37:00,106,5,0,,4,S
9843170,10:40:00,10:40:00,108,6,0,,4,S
9843170,10:44:00,10:44:00,110,7,0,,4,S
9843170,10:47:00,10:47:00,111,8,0,,4,S
9843170,10:50:00,10:50:00,112,9,0,,4,S
9843170,10:55:00,10:55:00,114,10,0,,4,S
9843170,10:58:00,10:58:00,115,11,0,,4,S
9843170,11:03:00,11:03:00,116,12,0,,4,S
9843170,11:07:00,11:07:00,118,13,0,,4,S
9843170,11:10:00,11:10:00,120,14,0,,4,S
9843170,11:12:00,11:12:00,121,15,0,,4,S
9843170,11:22:00,11:22:00,124,16,0,,4,S
9843171,06:49:00,06:49:00,124,1,0,,5,S
9843171,06:52:00,06:52:00,121,2,0,,3,S
9843171,06:55:00,06:55:00,120,3,0,,3,S
9843171,06:57:00,06:57:00,118,4,0,,3,S
9843171,07:00:00,07:00:00,116,5,0,,3,S
9843171,07:04:00,07:04:00,115,6,0,,3,S
9843171,07:07:00,07:07:00,114,7,0,,3,S
9843171,07:12:00,07:12:00,112,8,0,,3,S
9843171,07:15:00,07:15:00,111,9,0,,3,S
9843171,07:19:00,07:19:00,110,10,0,,3,S
9843171,07:23:00,07:23:00,108,11,0,,3,S
9843171,07:27:00,07:27:00,106,12,0,,3,S
9843171,07:31:00,07:31:00,105,13,0,,3,S
9843171,07:42:00,07:42:00,56,14,0,,4,S
9843171,07:50:00,07:50:00,4,15,1,,1,D
9843171,08:03:00,08:03:00,1,16,0,,106,S
9843172,10:37:00,10:37:00,1,1,0,,24,S
9843172,10:47:00,10:47:00,4,2,0,,3,R
9843172,10:55:00,10:55:00,56,3,0,,3,S
9843172,11:04:00,11:04:00,105,4,0,,4,S
9843172,11:07:00,11:07:00,106,5,0,,4,S
9843172,11:10:00,11:10:00,108,6,0,,4,S
9843172,11:14:00,11:14:00,110,7,0,,4,S
9843172,11:17:00,11:17:00,111,8,0,,4,S
9843172,11:20:00,11:20:00,112,9,0,,4,S
9843172,11:25:00,11:25:00,114,10,0,,4,S
9843172,11:28:00,11:28:00,115,11,0,,4,S
9843172,11:33:00,11:33:00,116,12,0,,4,S
9843172,11:37:00,11:37:00,118,13,0,,4,S
9843172,11:40:00,11:40:00,120,14,0,,4,S
9843172,11:42:00,11:42:00,121,15,0,,4,S
9843172,11:52:00,11:52:00,124,16,0,,4,S
9843173,11:07:00,11:07:00,1,1,0,,23,S
9843173,11:17:00,11:17:00,4,2,0,,3,R
9843173,11:25:00,11:25:00,56,3,0,,3,S
9843173,11:34:00,11:34:00,105,4,0,,4,S
9843173,11:37:00,11:37:00,106,5,0,,4,S
9843173,11:40:00,11:40:00,108,6,0,,4,S
9843173,11:44:00,11:44:00,110,7,0,,4,S
9843173,11:47:00,11:47:00,111,8,0,,4,S
9843173,11:50:00,11:50:00,112,9,0,,4,S
9843173,11:55:00,11:55:00,114,10,0,,4,S
9843173,11:58:00,11:58:00,115,11,0,,4,S
9843173,12:03:00,12:03:00,116,12,0,,4,S
9843173,12:07:00,12:07:00,118,13,0,,4,S
9843173,12:10:00,12:10:00,120,14,0,,4,S
9843173,12:12:00,12:12:00,121,15,0,,4,S
9843173,12:22:00,12:22:00,124,16,0,,4,S
9843174,07:26:00,07:26:00,116,1,0,,3,S
9843174,07:31:00,07:31:00,115,2,0,,3,S
9843174,07:35:00,07:35:00,114,3,0,,3,S
9843174,08:06:00,08:06:00,4,4,1,,1,D
9843174,08:19:00,08:19:00,1,5,0,,16,S
9843175,11:37:00,11:37:00,1,1,0,,105,S
9843175,11:47:00,11:47:00,4,2,0,,3,R
9843175,11:55:00,11:55:00,56,3,0,,3,S
9843175,12:04:00,12:04:00,105,4,0,,4,S
9843175,12:07:00,12:07:00,106,5,0,,4,S
9843175,12:10:00,12:10:00,108,6,0,,4,S
9843175,12:14:00,12:14:00,110,7,0,,4,S
9843175,12:17:00,12:17:00,111,8,0,,4,S
9843175,12:20:00,12:20:00,112,9,0,,4,S
9843175,12:25:00,12:25:00,114,10,0,,4,S
9843175,12:28:00,12:28:00,115,11,0,,4,S
9843175,12:33:00,12:33:00,116,12,0,,4,S
9843175,12:37:00,12:37:00,118,13,0,,4,S
9843175,12:40:00,12:40:00,120,14,0,,4,S
9843175,12:42:00,12:42:00,121,15,0,,4,S
9843175,12:52:00,12:52:00,124,16,0,,4,S
9843176,07:46:00,07:46:00,112,1,0,,3,S
9843176,07:50:00,07:50:00,111,2,0,,3,S
9843176,07:55:00,07:55:00,110,3,0,,3,S
9843176,08:32:00,08:32:00,1,4,0,,18,S
9843177,12:07:00,12:07:00,1,1,0,,112,S
9843177,12:17:00,12:17:00,4,2,0,,3,R
9843177,12:25:00,12:25:00,56,3,0,,3,S
9843177,12:34:00,12:34:00,105,4,0,,4,S
9843177,12:37:00,12:37:00,106,5,0,,4,S
9843177,12:40:00,12:40:00,108,6,0,,4,S
9843177,12:44:00,12:44:00,110,7,0,,4,S
9843177,12:47:00,12:47:00,111,8,0,,4,S
9843177,12:50:00,12:50:00,112,9,0,,4,S
9843177,12:55:00,12:55:00,114,10,0,,4,S
9843177,12:58:00,12:58:00,115,11,0,,4,S
